reference;type_operation;categorie_produit;quantite;prix_unitaire;valeur_marchandise;devise;pays_origine;pays_destination;mode_transport;distance_km;poids_kg;niveau_douane;priorite;date_operation;saison;duree_prevue_jours;date_livraison_prevue;duree_reelle_jours;date_livraison_reelle;retard
EXP-14128;EXPORT;AGRICOLE;1322;114.54;151421.88;EUR;Maroc;Belgique;ROUTIER;2567;9302.21;ELEVE;NORMALE;2023-11-18;AUTOMNE;5;2023-11-23;5;2023-11-23;0
EXP-14129;EXPORT;AUTOMOBILE;143;4244.24;606926.32;USD;Maroc;Émirats arabes unis;MARITIME;6183;8053.53;FAIBLE;URGENTE;2025-01-06;HIVER;20;2025-01-26;19;2025-01-25;0
IMP-14130;IMPORT;ELECTRONIQUE;354;8978.52;3178396.08;USD;Chine;Maroc;MARITIME;10003;1559.57;FAIBLE;NORMALE;2025-12-08;HIVER;28;2026-01-05;39;2026-01-16;1
IMP-14131;IMPORT;PHARMACEUTIQUE;4955;973.0;4821215.0;USD;Japon;Maroc;AERIEN;11878;4867.2;FAIBLE;NORMALE;2024-09-27;AUTOMNE;6;2024-10-03;8;2024-10-05;1
IMP-14132;IMPORT;COSMETIQUE;3807;419.44;1596808.08;MAD;Royaume-Uni;Maroc;ROUTIER;2193;5866.66;ELEVE;NORMALE;2022-03-15;PRINTEMPS;5;2022-03-20;7;2022-03-22;1
EXP-14133;EXPORT;COSMETIQUE;4252;155.55;661398.6;USD;Maroc;Émirats arabes unis;MARITIME;5922;4798.31;MOYEN;NORMALE;2023-09-18;AUTOMNE;20;2023-10-08;19;2023-10-07;0
EXP-14134;EXPORT;EQUIPEMENT_MEDICAL;92;27481.3;2528279.6;USD;Maroc;Canada;AERIEN;5838;3361.51;MOYEN;URGENTE;2024-05-24;PRINTEMPS;4;2024-05-28;3;2024-05-27;0
IMP-14135;IMPORT;TEXTILE;4169;20.48;85381.12;EUR;Belgique;Maroc;MARITIME;2517;10201.05;FAIBLE;URGENTE;2025-01-20;HIVER;13;2025-02-02;12;2025-02-01;0
IMP-14136;IMPORT;PHARMACEUTIQUE;231;602.61;139202.91;MAD;Royaume-Uni;Maroc;ROUTIER;2382;410.37;MOYEN;NORMALE;2025-05-27;PRINTEMPS;6;2025-06-02;5;2025-06-01;0
EXP-14137;EXPORT;TEXTILE;4518;53.18;240267.24;MAD;Maroc;Royaume-Uni;MARITIME;2331;8368.27;FAIBLE;NORMALE;2025-11-11;AUTOMNE;13;2025-11-24;12;2025-11-23;0
EXP-14138;EXPORT;MATERIAUX_CONSTRUCTION;1371;29.99;41116.29;MAD;Maroc;Italie;MARITIME;2280;75433.45;MOYEN;NORMALE;2025-01-12;HIVER;12;2025-01-24;10;2025-01-22;0
IMP-14139;IMPORT;ALIMENTAIRE;2603;49.02;127599.06;EUR;Allemagne;Maroc;ROUTIER;2682;7347.53;FAIBLE;NORMALE;2022-12-10;HIVER;6;2022-12-16;9;2022-12-19;1
EXP-14140;EXPORT;TEXTILE;4555;207.08;943249.4;EUR;Maroc;Pays-Bas;ROUTIER;2555;2349.23;ELEVE;NORMALE;2023-10-28;AUTOMNE;6;2023-11-03;6;2023-11-03;0
IMP-14141;IMPORT;ELECTRONIQUE;782;2648.0;2070736.0;EUR;Belgique;Maroc;ROUTIER;2458;3140.0;FAIBLE;NORMALE;2024-01-07;HIVER;6;2024-01-13;9;2024-01-16;1
EXP-14142;EXPORT;ALIMENTAIRE;1059;135.85;143865.15;USD;Maroc;Japon;MARITIME;11728;5189.53;MOYEN;NORMALE;2023-02-11;HIVER;33;2023-03-16;39;2023-03-22;1
IMP-14143;IMPORT;AUTOMOBILE;203;1199.71;243541.13;MAD;Canada;Maroc;MARITIME;6132;17132.99;FAIBLE;NORMALE;2024-04-12;PRINTEMPS;17;2024-04-29;17;2024-04-29;0
IMP-14144;IMPORT;TEXTILE;427;344.9;147272.3;EUR;France;Maroc;MARITIME;1902;816.63;MOYEN;NORMALE;2023-10-04;AUTOMNE;11;2023-10-15;12;2023-10-16;1
IMP-14145;IMPORT;TEXTILE;3117;130.84;407828.28;EUR;Pays-Bas;Maroc;ROUTIER;2536;2433.12;FAIBLE;NORMALE;2024-03-29;PRINTEMPS;6;2024-04-04;6;2024-04-04;0
IMP-14146;IMPORT;EQUIPEMENT_MEDICAL;110;10448.51;1149336.1;MAD;Italie;Maroc;ROUTIER;2261;10854.53;MOYEN;NORMALE;2024-10-13;AUTOMNE;5;2024-10-18;4;2024-10-17;0
EXP-14147;EXPORT;PHARMACEUTIQUE;1675;806.09;1350200.75;EUR;Maroc;France;ROUTIER;2093;1770.73;FAIBLE;NORMALE;2023-03-04;PRINTEMPS;5;2023-03-09;3;2023-03-07;0
EXP-14148;EXPORT;TEXTILE;1161;244.79;284201.19;EUR;Maroc;Espagne;ROUTIER;988;176.03;FAIBLE;NORMALE;2023-09-06;AUTOMNE;4;2023-09-10;2;2023-09-08;0
EXP-14149;EXPORT;MATERIAUX_CONSTRUCTION;1101;1115.28;1227923.28;USD;Maroc;Japon;MARITIME;11140;89659.83;ELEVE;NORMALE;2022-05-16;PRINTEMPS;31;2022-06-16;38;2022-06-23;1
IMP-14150;IMPORT;COSMETIQUE;953;199.22;189856.66;EUR;Allemagne;Maroc;ROUTIER;2923;1883.22;FAIBLE;URGENTE;2023-04-17;PRINTEMPS;6;2023-04-23;4;2023-04-21;0
IMP-14151;IMPORT;AGRICOLE;9118;144.07;1313630.26;EUR;Allemagne;Maroc;ROUTIER;2716;137281.36;MOYEN;NORMALE;2023-03-20;PRINTEMPS;6;2023-03-26;4;2023-03-24;0
IMP-14152;IMPORT;EQUIPEMENT_MEDICAL;479;17386.14;8327961.06;USD;Corée du Sud;Maroc;MARITIME;10650;41125.57;FAIBLE;NORMALE;2024-01-06;HIVER;26;2024-02-01;33;2024-02-08;1
EXP-14153;EXPORT;AUTOMOBILE;354;1932.07;683952.78;USD;Maroc;Chine;AERIEN;9971;34880.14;ELEVE;NORMALE;2022-05-15;PRINTEMPS;6;2022-05-21;4;2022-05-19;0
EXP-14154;EXPORT;ELECTRONIQUE;429;6599.49;2831181.21;EUR;Maroc;France;ROUTIER;2029;1069.58;FAIBLE;NORMALE;2024-06-27;ETE;5;2024-07-02;4;2024-07-01;0
IMP-14155;IMPORT;ELECTRONIQUE;404;6272.28;2534001.12;USD;Japon;Maroc;MARITIME;11153;2844.15;FAIBLE;NORMALE;2025-06-02;ETE;30;2025-07-02;28;2025-06-30;0
EXP-14156;EXPORT;PHARMACEUTIQUE;979;267.32;261706.28;EUR;Maroc;Belgique;ROUTIER;2413;667.04;MOYEN;NORMALE;2023-11-05;AUTOMNE;6;2023-11-11;8;2023-11-13;1
IMP-14157;IMPORT;ALIMENTAIRE;5915;112.32;664372.8;EUR;Italie;Maroc;MARITIME;2246;36403.01;MOYEN;NORMALE;2023-04-13;PRINTEMPS;12;2023-04-25;11;2023-04-24;0
IMP-14158;IMPORT;AGRICOLE;6322;270.88;1712503.36;MAD;Japon;Maroc;MARITIME;11419;65945.64;MOYEN;NORMALE;2023-06-27;ETE;32;2023-07-29;32;2023-07-29;0
EXP-14159;EXPORT;COSMETIQUE;2648;262.96;696318.08;EUR;Maroc;France;ROUTIER;2044;1943.44;FAIBLE;NORMALE;2022-09-25;AUTOMNE;5;2022-09-30;4;2022-09-29;0
IMP-14160;IMPORT;PHARMACEUTIQUE;4655;763.19;3552649.45;USD;Turquie;Maroc;MARITIME;4580;2200.89;FAIBLE;NORMALE;2024-01-22;HIVER;16;2024-02-07;18;2024-02-09;1
IMP-14161;IMPORT;COSMETIQUE;1500;147.8;221700.0;USD;Japon;Maroc;MARITIME;11971;2265.94;MOYEN;NORMALE;2025-06-27;ETE;32;2025-07-29;30;2025-07-27;0
IMP-14162;IMPORT;AGRICOLE;5530;39.29;217273.7;EUR;France;Maroc;MARITIME;1974;61147.09;FAIBLE;URGENTE;2022-11-21;AUTOMNE;10;2022-12-01;9;2022-11-30;0
EXP-14163;EXPORT;EQUIPEMENT_MEDICAL;43;5092.87;218993.41;EUR;Maroc;Allemagne;ROUTIER;2910;4651.61;FAIBLE;NORMALE;2025-12-17;HIVER;6;2025-12-23;5;2025-12-22;0
EXP-14164;EXPORT;TEXTILE;563;487.81;274637.03;EUR;Maroc;Pays-Bas;ROUTIER;2504;1140.58;MOYEN;NORMALE;2023-01-29;HIVER;6;2023-02-04;6;2023-02-04;0
EXP-14165;EXPORT;ELECTRONIQUE;861;6677.12;5749000.32;MAD;Maroc;Turquie;MARITIME;4386;3604.22;FAIBLE;NORMALE;2023-10-19;AUTOMNE;15;2023-11-03;18;2023-11-06;1
IMP-14166;IMPORT;ELECTRONIQUE;64;8776.61;561703.04;EUR;Turquie;Maroc;MARITIME;4354;335.25;MOYEN;NORMALE;2024-09-10;AUTOMNE;16;2024-09-26;15;2024-09-25;0
EXP-14167;EXPORT;AUTOMOBILE;566;3593.68;2034022.88;EUR;Maroc;Espagne;ROUTIER;1022;26740.2;MOYEN;NORMALE;2024-03-06;PRINTEMPS;4;2024-03-10;4;2024-03-10;0
IMP-14168;IMPORT;TEXTILE;1036;381.85;395596.6;EUR;Pays-Bas;Maroc;ROUTIER;2652;676.46;FAIBLE;NORMALE;2022-05-16;PRINTEMPS;6;2022-05-22;6;2022-05-22;0
EXP-14169;EXPORT;PHARMACEUTIQUE;2502;292.57;732010.14;USD;Maroc;Émirats arabes unis;MARITIME;5834;4351.25;MOYEN;NORMALE;2024-09-22;AUTOMNE;20;2024-10-12;18;2024-10-10;0
IMP-14170;IMPORT;MATERIAUX_CONSTRUCTION;1943;297.99;578994.57;MAD;Royaume-Uni;Maroc;MARITIME;2381;146590.54;MOYEN;URGENTE;2025-03-29;PRINTEMPS;11;2025-04-09;11;2025-04-09;0
EXP-14171;EXPORT;EQUIPEMENT_MEDICAL;227;27338.37;6205809.99;MAD;Maroc;Belgique;ROUTIER;2617;8927.35;ELEVE;URGENTE;2022-08-02;ETE;6;2022-08-08;5;2022-08-07;0
IMP-14172;IMPORT;MATERIAUX_CONSTRUCTION;1207;389.89;470597.23;USD;États-Unis;Maroc;MARITIME;6680;115449.11;MOYEN;NORMALE;2022-11-19;AUTOMNE;19;2022-12-08;20;2022-12-09;1
EXP-14173;EXPORT;TEXTILE;468;262.9;123037.2;USD;Maroc;Japon;AERIEN;11417;137.5;MOYEN;NORMALE;2022-02-11;HIVER;6;2022-02-17;6;2022-02-17;0
IMP-14174;IMPORT;ELECTRONIQUE;679;2892.67;1964122.93;EUR;Portugal;Maroc;ROUTIER;869;1292.05;FAIBLE;NORMALE;2024-12-01;HIVER;3;2024-12-04;1;2024-12-02;0
EXP-14175;EXPORT;COSMETIQUE;3247;153.16;497310.52;USD;Maroc;Corée du Sud;MARITIME;10822;5496.53;FAIBLE;NORMALE;2024-08-12;ETE;27;2024-09-08;25;2024-09-06;0
EXP-14176;EXPORT;TEXTILE;3574;389.19;1390965.06;EUR;Maroc;Allemagne;ROUTIER;2754;4739.44;MOYEN;NORMALE;2022-02-23;HIVER;6;2022-03-01;7;2022-03-02;1
EXP-14177;EXPORT;COSMETIQUE;1107;357.7;395973.9;USD;Maroc;États-Unis;AERIEN;6488;2003.29;MOYEN;URGENTE;2022-11-22;AUTOMNE;4;2022-11-26;4;2022-11-26;0
IMP-14178;IMPORT;MATERIAUX_CONSTRUCTION;687;210.09;144331.83;MAD;Portugal;Maroc;MARITIME;913;33043.35;FAIBLE;URGENTE;2022-07-16;ETE;9;2022-07-25;11;2022-07-27;1
EXP-14179;EXPORT;MATERIAUX_CONSTRUCTION;1688;399.61;674541.68;USD;Maroc;Canada;AERIEN;5721;37246.63;MOYEN;NORMALE;2025-11-20;AUTOMNE;4;2025-11-24;3;2025-11-23;0
EXP-14180;EXPORT;TEXTILE;3546;457.24;1621373.04;USD;Maroc;Japon;MARITIME;11685;3915.32;FAIBLE;NORMALE;2025-02-02;HIVER;31;2025-03-05;43;2025-03-17;1
EXP-14181;EXPORT;AGRICOLE;570;12.68;7227.6;EUR;Maroc;France;ROUTIER;2011;8674.43;FAIBLE;NORMALE;2025-09-28;AUTOMNE;5;2025-10-03;4;2025-10-02;0
IMP-14182;IMPORT;AUTOMOBILE;991;3209.58;3180693.78;USD;Japon;Maroc;MARITIME;11055;80622.25;ELEVE;NORMALE;2022-01-02;HIVER;30;2022-02-01;32;2022-02-03;1
EXP-14183;EXPORT;ELECTRONIQUE;505;8057.92;4069249.6;USD;Maroc;Émirats arabes unis;MARITIME;6013;3060.54;MOYEN;URGENTE;2023-10-02;AUTOMNE;20;2023-10-22;23;2023-10-25;1
EXP-14184;EXPORT;COSMETIQUE;4930;245.53;1210462.9;EUR;Maroc;Espagne;MARITIME;1017;3848.59;ELEVE;NORMALE;2024-04-03;PRINTEMPS;10;2024-04-13;8;2024-04-11;0
EXP-14185;EXPORT;AGRICOLE;6093;210.53;1282759.29;EUR;Maroc;Italie;ROUTIER;2214;54747.79;FAIBLE;URGENTE;2024-09-19;AUTOMNE;5;2024-09-24;5;2024-09-24;0
IMP-14186;IMPORT;MATERIAUX_CONSTRUCTION;392;1811.76;710209.92;EUR;Pays-Bas;Maroc;ROUTIER;2709;29066.78;MOYEN;NORMALE;2024-11-20;AUTOMNE;6;2024-11-26;5;2024-11-25;0
EXP-14187;EXPORT;AUTOMOBILE;785;3243.06;2545802.1;MAD;Maroc;Japon;MARITIME;11666;72662.9;ELEVE;URGENTE;2023-07-23;ETE;29;2023-08-21;27;2023-08-19;0
EXP-14188;EXPORT;PHARMACEUTIQUE;4116;670.53;2759901.48;EUR;Maroc;Allemagne;ROUTIER;2799;6516.87;MOYEN;NORMALE;2023-06-24;ETE;6;2023-06-30;5;2023-06-29;0
EXP-14189;EXPORT;PHARMACEUTIQUE;1602;727.76;1165871.52;MAD;Maroc;Japon;AERIEN;10965;976.64;MOYEN;NORMALE;2024-08-03;ETE;5;2024-08-08;5;2024-08-08;0
IMP-14190;IMPORT;ALIMENTAIRE;4103;114.66;470449.98;EUR;France;Maroc;ROUTIER;1907;31944.13;ELEVE;NORMALE;2023-11-07;AUTOMNE;5;2023-11-12;3;2023-11-10;0
EXP-14191;EXPORT;MACHINES;88;49590.89;4363998.32;USD;Maroc;Corée du Sud;MARITIME;11527;133222.46;MOYEN;NORMALE;2024-05-13;PRINTEMPS;28;2024-06-10;33;2024-06-15;1
EXP-14192;EXPORT;AUTOMOBILE;759;2829.47;2147567.73;EUR;Maroc;Allemagne;ROUTIER;2714;24622.16;ELEVE;NORMALE;2022-03-08;PRINTEMPS;6;2022-03-14;9;2022-03-17;1
IMP-14193;IMPORT;AUTOMOBILE;935;2907.7;2718699.5;USD;Turquie;Maroc;ROUTIER;4624;78934.11;ELEVE;NORMALE;2024-11-20;AUTOMNE;8;2024-11-28;11;2024-12-01;1
IMP-14194;IMPORT;AGRICOLE;7285;57.47;418668.95;EUR;Allemagne;Maroc;ROUTIER;2684;28470.3;ELEVE;NORMALE;2023-02-23;HIVER;6;2023-03-01;9;2023-03-04;1
EXP-14195;EXPORT;MACHINES;58;36369.73;2109444.34;USD;Maroc;Corée du Sud;MARITIME;10568;34670.81;MOYEN;NORMALE;2025-02-05;HIVER;27;2025-03-04;34;2025-03-11;1
IMP-14196;IMPORT;ELECTRONIQUE;713;6474.97;4616653.61;EUR;Pays-Bas;Maroc;ROUTIER;2559;3510.43;ELEVE;NORMALE;2025-08-27;ETE;6;2025-09-02;8;2025-09-04;1
EXP-14197;EXPORT;AUTOMOBILE;755;4175.29;3152343.95;EUR;Maroc;Espagne;MARITIME;988;23232.83;FAIBLE;NORMALE;2025-12-10;HIVER;10;2025-12-20;12;2025-12-22;1
EXP-14198;EXPORT;AUTOMOBILE;553;3282.67;1815316.51;USD;Maroc;Chine;MARITIME;10311;41315.5;ELEVE;NORMALE;2025-09-12;AUTOMNE;26;2025-10-08;38;2025-10-20;1
IMP-14199;IMPORT;ALIMENTAIRE;7660;19.99;153123.4;USD;Chine;Maroc;AERIEN;10313;67906.03;FAIBLE;NORMALE;2022-03-20;PRINTEMPS;5;2022-03-25;5;2022-03-25;0
EXP-14200;EXPORT;ELECTRONIQUE;310;4582.08;1420444.8;EUR;Maroc;Belgique;ROUTIER;2594;452.84;MOYEN;NORMALE;2022-03-09;PRINTEMPS;6;2022-03-15;5;2022-03-14;0
EXP-14201;EXPORT;ALIMENTAIRE;6800;111.74;759832.0;USD;Maroc;Corée du Sud;MARITIME;11351;54302.77;MOYEN;NORMALE;2022-01-12;HIVER;30;2022-02-11;28;2022-02-09;0
EXP-14202;EXPORT;EQUIPEMENT_MEDICAL;84;6152.03;516770.52;USD;Maroc;États-Unis;AERIEN;6228;9120.88;FAIBLE;NORMALE;2022-03-02;PRINTEMPS;4;2022-03-06;4;2022-03-06;0
EXP-14203;EXPORT;TEXTILE;2396;315.41;755722.36;USD;Maroc;Japon;MARITIME;11011;1340.35;MOYEN;NORMALE;2023-04-14;PRINTEMPS;26;2023-05-10;36;2023-05-20;1
IMP-14204;IMPORT;PHARMACEUTIQUE;3677;211.65;778237.05;EUR;Portugal;Maroc;ROUTIER;886;591.17;MOYEN;NORMALE;2025-12-21;HIVER;3;2025-12-24;1;2025-12-22;0
EXP-14205;EXPORT;MACHINES;87;37170.65;3233846.55;USD;Maroc;Chine;MARITIME;10403;38952.49;FAIBLE;NORMALE;2022-01-03;HIVER;29;2022-02-01;31;2022-02-03;1
IMP-14206;IMPORT;TEXTILE;4089;379.74;1552756.86;USD;États-Unis;Maroc;AERIEN;6513;654.32;ELEVE;NORMALE;2024-06-10;ETE;4;2024-06-14;2;2024-06-12;0
IMP-14207;IMPORT;ALIMENTAIRE;2794;28.28;79014.32;EUR;Turquie;Maroc;AERIEN;4381;9503.84;MOYEN;NORMALE;2023-06-06;ETE;3;2023-06-09;1;2023-06-07;0
EXP-14208;EXPORT;AGRICOLE;9602;56.74;544817.48;EUR;Maroc;Royaume-Uni;MARITIME;2405;75070.91;MOYEN;NORMALE;2022-08-04;ETE;12;2022-08-16;11;2022-08-15;0
EXP-14209;EXPORT;PHARMACEUTIQUE;1955;297.41;581436.55;EUR;Maroc;Pays-Bas;MARITIME;2504;2285.79;MOYEN;NORMALE;2022-09-25;AUTOMNE;12;2022-10-07;10;2022-10-05;0
IMP-14210;IMPORT;AUTOMOBILE;267;3884.98;1037289.66;USD;Turquie;Maroc;AERIEN;4584;26646.2;FAIBLE;URGENTE;2023-05-22;PRINTEMPS;4;2023-05-26;6;2023-05-28;1
EXP-14211;EXPORT;AGRICOLE;9460;146.66;1387403.6;EUR;Maroc;Allemagne;ROUTIER;2940;133318.19;FAIBLE;NORMALE;2024-02-22;HIVER;6;2024-02-28;5;2024-02-27;0
EXP-14212;EXPORT;MATERIAUX_CONSTRUCTION;732;1209.48;885339.36;MAD;Maroc;Chine;MARITIME;9966;15573.0;MOYEN;NORMALE;2023-06-22;ETE;26;2023-07-18;25;2023-07-17;0
IMP-14213;IMPORT;AUTOMOBILE;683;3503.42;2392835.86;MAD;Japon;Maroc;AERIEN;10986;9369.78;ELEVE;URGENTE;2022-04-22;PRINTEMPS;6;2022-04-28;8;2022-04-30;1
IMP-14214;IMPORT;MACHINES;10;29555.29;295552.9;USD;Japon;Maroc;MARITIME;11051;7377.61;FAIBLE;NORMALE;2023-03-29;PRINTEMPS;27;2023-04-25;28;2023-04-26;1
IMP-14215;IMPORT;AGRICOLE;5786;12.21;70647.06;MAD;Turquie;Maroc;MARITIME;4400;51253.3;MOYEN;NORMALE;2022-11-16;AUTOMNE;16;2022-12-02;21;2022-12-07;1
IMP-14216;IMPORT;COSMETIQUE;407;266.37;108412.59;EUR;Belgique;Maroc;ROUTIER;2618;417.58;MOYEN;NORMALE;2022-04-04;PRINTEMPS;6;2022-04-10;5;2022-04-09;0
EXP-14217;EXPORT;EQUIPEMENT_MEDICAL;220;23028.55;5066281.0;MAD;Maroc;Espagne;MARITIME;955;29050.6;MOYEN;NORMALE;2025-08-14;ETE;9;2025-08-23;13;2025-08-27;1
EXP-14218;EXPORT;AUTOMOBILE;82;890.25;73000.5;USD;Maroc;Japon;AERIEN;11037;6000.44;MOYEN;NORMALE;2022-03-22;PRINTEMPS;5;2022-03-27;6;2022-03-28;1
IMP-14219;IMPORT;COSMETIQUE;2428;170.29;413464.12;USD;États-Unis;Maroc;MARITIME;6365;540.49;ELEVE;NORMALE;2023-10-29;AUTOMNE;20;2023-11-18;26;2023-11-24;1
IMP-14220;IMPORT;EQUIPEMENT_MEDICAL;355;27381.07;9720279.85;USD;Japon;Maroc;MARITIME;11589;28414.39;MOYEN;URGENTE;2025-02-04;HIVER;31;2025-03-07;33;2025-03-09;1
IMP-14221;IMPORT;MATERIAUX_CONSTRUCTION;1905;40.32;76809.6;MAD;Turquie;Maroc;MARITIME;4610;17231.21;MOYEN;NORMALE;2025-09-17;AUTOMNE;15;2025-10-02;15;2025-10-02;0
IMP-14222;IMPORT;MATERIAUX_CONSTRUCTION;844;250.44;211371.36;EUR;Pays-Bas;Maroc;ROUTIER;2706;65012.51;ELEVE;NORMALE;2025-07-24;ETE;6;2025-07-30;5;2025-07-29;0
IMP-14223;IMPORT;MACHINES;45;91449.11;4115209.95;USD;Turquie;Maroc;MARITIME;4599;10515.63;MOYEN;NORMALE;2023-03-30;PRINTEMPS;17;2023-04-16;19;2023-04-18;1
EXP-14224;EXPORT;TEXTILE;4201;286.28;1202662.28;USD;Maroc;Émirats arabes unis;MARITIME;5999;11003.67;MOYEN;NORMALE;2023-11-14;AUTOMNE;21;2023-12-05;24;2023-12-08;1
IMP-14225;IMPORT;MATERIAUX_CONSTRUCTION;1883;39.83;74999.89;USD;Turquie;Maroc;MARITIME;4502;51085.59;MOYEN;URGENTE;2023-02-10;HIVER;15;2023-02-25;14;2023-02-24;0
IMP-14226;IMPORT;ELECTRONIQUE;359;7683.64;2758426.76;EUR;Allemagne;Maroc;MARITIME;2802;1897.87;ELEVE;NORMALE;2023-03-09;PRINTEMPS;13;2023-03-22;14;2023-03-23;1
EXP-14227;EXPORT;MACHINES;57;43366.78;2471906.46;USD;Maroc;Canada;AERIEN;5987;90433.42;FAIBLE;NORMALE;2023-07-06;ETE;4;2023-07-10;4;2023-07-10;0
IMP-14228;IMPORT;MACHINES;20;52862.85;1057257.0;EUR;Espagne;Maroc;ROUTIER;971;32379.2;ELEVE;NORMALE;2022-03-26;PRINTEMPS;3;2022-03-29;1;2022-03-27;0
IMP-14229;IMPORT;AGRICOLE;8590;32.19;276512.1;EUR;Belgique;Maroc;MARITIME;2396;121434.53;MOYEN;NORMALE;2023-07-05;ETE;11;2023-07-16;14;2023-07-19;1
IMP-14230;IMPORT;TEXTILE;4702;195.9;921121.8;EUR;Espagne;Maroc;ROUTIER;973;3771.31;MOYEN;NORMALE;2025-02-12;HIVER;3;2025-02-15;5;2025-02-17;1
IMP-14231;IMPORT;EQUIPEMENT_MEDICAL;269;18754.53;5044968.57;EUR;Belgique;Maroc;MARITIME;2582;21584.89;MOYEN;URGENTE;2024-02-12;HIVER;13;2024-02-25;18;2024-03-01;1
EXP-14232;EXPORT;AGRICOLE;6730;249.76;1680884.8;USD;Maroc;Émirats arabes unis;MARITIME;5981;110354.39;ELEVE;NORMALE;2022-12-19;HIVER;17;2023-01-05;23;2023-01-11;1
EXP-14233;EXPORT;TEXTILE;3050;91.59;279349.5;MAD;Maroc;Belgique;ROUTIER;2569;1054.39;ELEVE;NORMALE;2024-10-09;AUTOMNE;6;2024-10-15;7;2024-10-16;1
IMP-14234;IMPORT;MACHINES;79;71714.64;5665456.56;EUR;Allemagne;Maroc;MARITIME;2786;19472.72;ELEVE;NORMALE;2022-11-27;AUTOMNE;13;2022-12-10;15;2022-12-12;1
EXP-14235;EXPORT;ALIMENTAIRE;9169;80.11;734528.59;EUR;Maroc;Allemagne;ROUTIER;2690;68559.01;ELEVE;NORMALE;2025-03-22;PRINTEMPS;6;2025-03-28;6;2025-03-28;0
EXP-14236;EXPORT;MATERIAUX_CONSTRUCTION;1579;366.0;577914.0;MAD;Maroc;Royaume-Uni;ROUTIER;2271;17050.12;ELEVE;NORMALE;2024-11-15;AUTOMNE;5;2024-11-20;3;2024-11-18;0
IMP-14237;IMPORT;ELECTRONIQUE;774;8845.53;6846440.22;USD;Corée du Sud;Maroc;MARITIME;10780;3953.76;MOYEN;NORMALE;2022-07-21;ETE;30;2022-08-20;29;2022-08-19;0
IMP-14238;IMPORT;COSMETIQUE;216;460.3;99424.8;USD;Canada;Maroc;AERIEN;5797;82.23;FAIBLE;NORMALE;2025-02-23;HIVER;4;2025-02-27;3;2025-02-26;0
EXP-14239;EXPORT;AUTOMOBILE;154;2382.4;366889.6;EUR;Maroc;Allemagne;MARITIME;2756;3127.74;MOYEN;NORMALE;2022-05-18;PRINTEMPS;14;2022-06-01;12;2022-05-30;0
EXP-14240;EXPORT;EQUIPEMENT_MEDICAL;35;6567.65;229867.75;USD;Maroc;Turquie;MARITIME;4601;4543.89;FAIBLE;NORMALE;2022-06-23;ETE;18;2022-07-11;17;2022-07-10;0
EXP-14241;EXPORT;EQUIPEMENT_MEDICAL;237;24783.68;5873732.16;USD;Maroc;Émirats arabes unis;MARITIME;6054;16830.22;FAIBLE;NORMALE;2022-04-05;PRINTEMPS;20;2022-04-25;19;2022-04-24;0
IMP-14242;IMPORT;AGRICOLE;8111;179.34;1454626.74;USD;Canada;Maroc;AERIEN;5765;12246.07;MOYEN;NORMALE;2024-07-04;ETE;4;2024-07-08;2;2024-07-06;0
IMP-14243;IMPORT;ALIMENTAIRE;2714;10.87;29501.18;EUR;Allemagne;Maroc;ROUTIER;2812;23542.12;MOYEN;NORMALE;2023-03-20;PRINTEMPS;6;2023-03-26;5;2023-03-25;0
IMP-14244;IMPORT;EQUIPEMENT_MEDICAL;168;17504.09;2940687.12;USD;Corée du Sud;Maroc;MARITIME;11192;17785.29;ELEVE;URGENTE;2023-04-14;PRINTEMPS;29;2023-05-13;29;2023-05-13;0
IMP-14245;IMPORT;MATERIAUX_CONSTRUCTION;969;420.53;407493.57;MAD;Émirats arabes unis;Maroc;AERIEN;6136;86225.14;ELEVE;NORMALE;2022-09-02;AUTOMNE;4;2022-09-06;5;2022-09-07;1
EXP-14246;EXPORT;ELECTRONIQUE;772;2474.0;1909928.0;USD;Maroc;Canada;AERIEN;5816;3540.81;FAIBLE;NORMALE;2025-02-25;HIVER;4;2025-03-01;5;2025-03-02;1
EXP-14247;EXPORT;COSMETIQUE;518;245.04;126930.72;MAD;Maroc;Turquie;AERIEN;4624;825.8;MOYEN;NORMALE;2022-02-19;HIVER;4;2022-02-23;6;2022-02-25;1
EXP-14248;EXPORT;AUTOMOBILE;500;2795.3;1397650.0;EUR;Maroc;Belgique;ROUTIER;2447;2141.08;ELEVE;NORMALE;2023-04-14;PRINTEMPS;5;2023-04-19;7;2023-04-21;1
IMP-14249;IMPORT;ELECTRONIQUE;869;8867.82;7706135.58;MAD;Espagne;Maroc;MARITIME;975;4079.94;FAIBLE;NORMALE;2025-08-03;ETE;9;2025-08-12;8;2025-08-11;0
EXP-14250;EXPORT;AGRICOLE;6886;90.14;620704.04;MAD;Maroc;Chine;MARITIME;10122;129114.05;FAIBLE;NORMALE;2025-04-08;PRINTEMPS;29;2025-05-07;29;2025-05-07;0
EXP-14251;EXPORT;AGRICOLE;938;189.33;177591.54;USD;Maroc;Canada;AERIEN;5797;17246.39;MOYEN;NORMALE;2025-05-14;PRINTEMPS;4;2025-05-18;2;2025-05-16;0
EXP-14252;EXPORT;ALIMENTAIRE;818;11.76;9619.68;EUR;Maroc;Pays-Bas;MARITIME;2615;5200.12;ELEVE;NORMALE;2022-10-17;AUTOMNE;11;2022-10-28;13;2022-10-30;1
